name,city,state,activitytype,Best_time_to_visit,Image_url,description,ideal_duration_hours,google_review_rating,entrance_fee_inr,airport_nearby,weekly_off,dslr_allowed
Kerala Folklore Museum (New Attraction),Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/17/1c/49/anthropology-and-ethnography.jpg?w=1200&h=1200&s=1,Kerala Folklore Museum is a well-known Cultural located in Kochi. It is of Cultural significance.,1.5,4.4,100,True,Monday,True
Sabarmati Riverfront (New Attraction),Ahmedabad,Gujarat,RELAXATION,Evening,https://upload.wikimedia.org/wikipedia/commons/d/d0/Sabarmati_1_Madhur.jpg,Sabarmati Riverfront is a well-known Urban Development Project located in Ahmedabad. It is of Recreational significance.,1.0,4.6,0,True,None,True
Sundarbans National Park (New Attraction),Sundarbans,West Bengal,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Sundarban_Tiger.jpg/1200px-Sundarban_Tiger.jpg,Sundarbans National Park is a well-known National Park located in Sundarbans. It is of Wildlife significance.,4.0,4.4,60,False,None,True
Bhimbetka Rock Shelters (New Attraction),Bhimbetka,Madhya Pradesh,CULTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/9/91/Rock_Shelter_8%2C_Bhimbetka_02.jpg,Bhimbetka Rock Shelters is a well-known Prehistoric Site located in Bhimbetka. It is of Archaeological significance.,2.0,4.6,25,False,None,True
Kovalam Beach (New Attraction),Kovalam,Kerala,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/3/3c/Kovalam_beach_trivandrum_kerala.jpg,Kovalam Beach is a well-known Beach located in Kovalam. It is of Recreational significance.,2.0,4.4,0,True,None,True
Wagah Border (New Attraction),Amritsar,Punjab,CULTURE,Evening,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Wagah_border_ceremony2.jpg/800px-Wagah_border_ceremony2.jpg,Wagah Border is a well-known Border Crossing located in Amritsar. It is of Cultural significance.,2.0,4.8,0,True,None,True
Ram Janmabhoomi (New Attraction),Ayodhya,Uttar Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Ayodhya_Ram_Mandir_Inauguration_Day_Picture.jpg/800px-Ayodhya_Ram_Mandir_Inauguration_Day_Picture.jpg,Ram Janmabhoomi is a well-known Religious Site located in Ayodhya. It is of Religious significance.,1.0,4.8,0,True,None,False
Sanaghagara Waterfall (New Attraction),Kendujhar,Odisha,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/72/da/1c/sanaghagara-waterfall.jpg?w=1200&h=1200&s=1,Sanaghagara Waterfall is a well-known Waterfall located in Kendujhar. It is of Nature significance.,1.0,4.4,0,False,None,True
Fort Kochi (New Attraction),Kochi,Kerala,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/6/6e/Kochi%2C_Fishing_nets_at_sunset%2C_Kerala%2C_India.jpg,Fort Kochi is a well-known Site located in Kochi. It is of Historical significance.,1.0,4.4,0,True,None,True
Pemayangtse Monastery (New Attraction),Pelling,Sikkim,CULTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/39/80/4e/pemayangtse-monastery.jpg?w=900&h=500&s=1,Pemayangtse Monastery is a well-known Monastery located in Pelling. It is of Religious significance.,1.0,4.6,20,False,None,False
Fort Aguada (New Attraction),Goa,Goa,ADVENTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/a/ad/Fort_aguada.jpg,Fort Aguada is a well-known Fort located in Goa. It is of Historical significance.,1.5,4.2,0,True,None,True
Ramoji Film City (New Attraction),Hyderabad,Telangana,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Ramoji_Film_City.jpg/800px-Ramoji_Film_City.jpg,Ramoji Film City is a well-known Film Studio located in Hyderabad. It is of Entertainment significance.,4.0,4.4,1150,True,None,True
Kamakhya Temple (New Attraction),Guwahati,Assam,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kamakhya_Temple%2C_Guwahati.jpg/1200px-Kamakhya_Temple%2C_Guwahati.jpg,Kamakhya Temple is a well-known Temple located in Guwahati. It is of Religious significance.,2.0,4.6,0,True,None,False
The Ridge (New Attraction),Shimla,Himachal Pradesh,RELAXATION,Morning,https://cdn.prod.website-files.com/5ebb1b2c07f0f111e4ac241c/657afea045f2033b23a92839_ridge.webp,The Ridge is a well-known Scenic Point located in Shimla. It is of Recreational significance.,1.0,4.7,0,True,None,True
Prashar Lake (New Attraction),Mandi,Himachal Pradesh,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/7/75/Prashar_Lake_and_temple_%2CMandi_%2CHimachal_Pardesh.jpg,Prashar Lake is a well-known Lake located in Mandi. It is of Nature significance.,1.5,4.6,0,False,None,True
Marble Palace (New Attraction),Kolkata,West Bengal,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Marble_Palace-_Kolkata-_West_Bengal-_DSC_0006.jpg/1200px-Marble_Palace-_Kolkata-_West_Bengal-_DSC_0006.jpg,Marble Palace is a well-known Palace located in Kolkata. It is of Historical significance.,1.0,4.4,0,True,None,True
Barsana Mandir (New Attraction),Mathura,Uttar Pradesh,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/7/74/Radharani_Temple_Barsana_2.jpg,Barsana Mandir is a well-known Temple located in Mathura. It is of Religious significance.,1.0,4.8,0,True,None,True
Alipore Zoological Gardens (New Attraction),Kolkata,West Bengal,NATURE,Afternoon,https://www.getbengal.com/uploads/story_image/Alipore-Zoo-Born.jpg,Alipore Zoological Gardens is a well-known Zoo located in Kolkata. It is of Wildlife significance.,2.0,4.3,25,True,None,True
Echo Point (New Attraction),Matheran,Maharashtra,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fc/90/4a/viewing-platform-from.jpg?w=1200&h=-1&s=1,Echo Point is a well-known Viewpoint located in Matheran. It is of Nature significance.,1.5,4.4,0,True,None,True
Tiger Hill (New Attraction),Darjeeling,West Bengal,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/d/d8/Tiger_Hill_Darjeeling_West_Bengal_India_%283%29.JPG,Tiger Hill is a well-known Sunrise Point located in Darjeeling. It is of Nature significance.,1.0,4.5,0,False,None,True
Bekal Fort (New Attraction),Bekal,Kerala,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/7/74/Bekal.jpg,Bekal Fort is a well-known Fort located in Bekal. It is of Historical significance.,1.5,4.5,20,False,None,True
Rann Utsav (New Attraction),Rann of Kutch,Gujarat,CULTURE,Evening,https://www.rannutsav.com/blog/wp-content/uploads/2024/12/141013682_715635635803639_4674705074199093637_n-1.png,Rann Utsav is a well-known Cultural located in Rann of Kutch. It is of Cultural significance.,3.0,4.9,7500,True,None,True
Garden of Five Senses (New Attraction),Delhi,Delhi,CULTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/32/8b/e9/nipunsagarofficial-5.jpg?w=1200&h=-1&s=1,Garden of Five Senses is a well-known Park located in Delhi. It is of Botanical significance.,2.0,4.1,35,True,None,True
Manas National Park (New Attraction),Manas,Assam,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/d/d8/Manas_National_Park.jpg,Manas National Park is a well-known National Park located in Manas. It is of Wildlife significance.,3.0,4.6,500,False,None,True
Kempty Falls (New Attraction),Mussoorie,Uttarakhand,NATURE,Morning,https://www.justahotels.com/wp-content/uploads/2024/03/kempty-falls-scaled.jpeg,Kempty Falls is a well-known Waterfall located in Mussoorie. It is of Nature significance.,1.5,4.2,15,True,None,True
Kailasagiri (New Attraction),Visakhapatnam,Andhra Pradesh,RELAXATION,All,https://upload.wikimedia.org/wikipedia/commons/7/7a/Kailasagiri.jpg,Kailasagiri is a well-known Hill located in Visakhapatnam. It is of Recreational significance.,2.0,4.5,0,True,None,True
Hayagriva Madhava Temple (New Attraction),Hajo,Assam,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/c/c7/Hagriva_Madhava_Temple_side_view2.jpg,Hayagriva Madhava Temple is a well-known Temple located in Hajo. It is of Religious significance.,1.0,4.5,0,False,None,True
Chitrakote Falls (New Attraction),Bastar,Chhattisgarh,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/9/91/Chitrakot_waterfalls.JPG,Chitrakote Falls is a well-known Waterfall located in Bastar. It is of Nature significance.,1.5,4.6,0,False,None,True
Pobitora Wildlife Sanctuary (New Attraction),Guwahati,Assam,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/8/82/Indian_Rhino_in_Pobitora.jpg,Pobitora Wildlife Sanctuary is a well-known Wildlife Sanctuary located in Guwahati. It is of Wildlife significance.,2.0,4.4,500,True,None,True
Varkala Beach (New Attraction),Varkala,Kerala,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/e/e0/Varkala_beach_from_above.jpg,Varkala Beach is a well-known Beach located in Varkala. It is of Recreational significance.,2.0,4.6,0,True,None,True
Cooch Behar Palace (New Attraction),Cooch Behar,West Bengal,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/8/81/The_Cooch_Behar_Palace_or_the_Cooch_Behar_Rajbari%2C_Cooch_Behar_District%2C_West_Bengal%2C_India_01.jpg,Cooch Behar Palace is a well-known Palace located in Cooch Behar. It is of Historical significance.,1.0,4.5,20,True,Friday,True
Kanaka Durga Temple (New Attraction),Vijayawada,Andhra Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/b/ba/Kanakadurga_Temple_gopuram.jpg,Kanaka Durga Temple is a well-known Temple located in Vijayawada. It is of Religious significance.,1.0,4.7,0,True,None,False
Baba Baidyanath Temple (New Attraction),Deoghar,Jharkhand,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/e/e2/Baba_Dham.jpg,Baba Baidyanath Temple is a well-known Temple located in Deoghar. It is of Religious significance.,1.0,4.7,0,True,None,True
Robber's Cave (New Attraction),Dehradun,Uttarakhand,NATURE,Morning,https://d1pk12b7bb81je.cloudfront.net/thumbor/o351uGqYDHJbvUVOv7pk1r1-SrE=/full-fit-in/800x800/https://d1pk12b7bb81je.cloudfront.net/okdataengine/appmedia/images/117/117542/Robbers%20Cave%20Oct%202019_LD_5283.jpeg.jpg,Robber's Cave is a well-known Cave located in Dehradun. It is of Nature significance.,1.5,4.5,25,True,None,True
Mahakaleshwar Jyotirlinga (New Attraction),Ujjain,Madhya Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Mahakal_Temple_Ujjain.JPG/1200px-Mahakal_Temple_Ujjain.JPG,Mahakaleshwar Jyotirlinga is a well-known Temple located in Ujjain. It is of Religious significance.,1.5,4.8,0,True,None,False
Dhamek Stupa (New Attraction),Sarnath,Uttar Pradesh,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/0/02/Dhamek_Stupa%2C_Sarnath.jpg,Dhamek Stupa is a well-known Monument located in Sarnath. It is of Historical significance.,1.0,4.6,5,True,None,True
Marudamalai Temple (New Attraction),Coimbatore,Tamil Nadu,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/4/46/Maruthamalai_Rajagopuram_1.jpg,Marudamalai Temple is a well-known Temple located in Coimbatore. It is of Religious significance.,1.0,4.7,0,True,None,False
Kirti Mandir (New Attraction),Porbandar,Uttar Pradesh,CULTURE,Morning,https://faujitoursandtravels.com/wp-content/uploads/2024/08/kirti-mandir-scaled.jpg,Kirti Mandir is a well-known Memorial located in Porbandar. It is of Historical significance.,1.0,4.8,0,True,None,True
Wonderla Amusement Park (New Attraction),Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/a3/72/flash-tower-is-a-shoot.jpg?w=1200&h=1200&s=1,Wonderla Amusement Park is a well-known Amusement Park located in Kochi. It is of Entertainment significance.,5.5,4.6,750,True,None,True
Wonderla Amusement Park (New Attraction),Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/a3/72/flash-tower-is-a-shoot.jpg?w=1200&h=1200&s=1,Wonderla Amusement Park is a well-known Amusement Park located in Bengaluru. It is of Entertainment significance.,4.0,4.5,890,True,None,True
Nand Gaon (New Attraction),Mathura,Uttar Pradesh,CULTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/a5/1d/8d/nandgaon-temple.jpg?w=900&h=500&s=1,Nand Gaon is a well-known Village located in Mathura. It is of Cultural significance.,1.0,4.1,0,True,None,True
Diu Fort (New Attraction),Diu,Daman and Diu,ADVENTURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/53/f4/8e/beutiful-place.jpg?w=900&h=500&s=1,Diu Fort is a well-known Fort located in Diu. It is of Historical significance.,1.5,4.6,0,False,None,True
Murudeshwar Temple (New Attraction),Murudeshwar,Karnataka,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/73/8a/ad/murudeshwar.jpg?w=1200&h=1200&s=1,Murudeshwar Temple is a well-known Temple located in Murudeshwar. It is of Religious significance.,1.0,4.7,0,True,None,False
Radhanagar Beach (New Attraction),Havelock Island,Andaman and Nicobar Islands,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/89/e9/f8/radhanagar-beach.jpg?w=900&h=500&s=1,Radhanagar Beach is a well-known Beach located in Havelock Island. It is of Nature significance.,1.0,4.8,0,False,None,True
Valley of Flowers (New Attraction),Joshimath,Uttarakhand,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/2/21/%28A%29_Valley_of_flowers%2C_Garhwal_Uttarakhand_India.jpg,Valley of Flowers is a well-known National Park located in Joshimath. It is of Nature significance.,5.0,4.7,150,False,None,True
Imagicaa (New Attraction),Lonavala,Maharastra,RELAXATION,All,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Adlabs_Imagica_2013_%2810364145606%29.jpg/1200px-Adlabs_Imagica_2013_%2810364145606%29.jpg,Imagicaa is a well-known Amusement Park located in Lonavala. It is of Recreational significance.,5.0,1.4,1149,False,Monday,True
Thiksey Monastery (New Attraction),Leh,Ladakh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/e/e5/Thikse_Monastery_.jpg,Thiksey Monastery is a well-known Monastery located in Leh. It is of Religious significance.,1.5,4.7,20,True,None,False
Thiksey Monastery (New Attraction),Leh,Ladakh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/e/e5/Thikse_Monastery_.jpg,Thiksey Monastery is a well-known Monastery located in Leh. It is of Religious significance.,1.5,4.7,30,True,None,False
Khandadhar Waterfall (New Attraction),Rourkela,Odisha,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/6/68/Khandadhar_Waterfall.jpg,Khandadhar Waterfall is a well-known Waterfall located in Rourkela. It is of Nature significance.,1.5,4.5,0,False,None,True
Ujjayanta Palace (New Attraction),Agartala,Tripura,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/c/c8/Ujjayanta_palace_Tripura_State_Museum_Agartala_India.jpg,Ujjayanta Palace is a well-known Palace located in Agartala. It is of Historical significance.,1.5,4.5,10,True,Monday,True
Shore Temple (New Attraction),Mahabalipuram,Tamil Nadu,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/7/74/Shore_Temple_-Mamallapuram_-Tamil_Nadu_-N-TN-C55.jpg,Shore Temple is a well-known Temple located in Mahabalipuram. It is of Historical significance.,1.0,4.6,40,True,None,False
Ramanathaswamy Temple (New Attraction),Rameswaram,Tamil Nadu,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ramanathaswamy_temple7.JPG/1200px-Ramanathaswamy_temple7.JPG,Ramanathaswamy Temple is a well-known Temple located in Rameswaram. It is of Religious significance.,1.5,4.7,0,True,None,False
Ramanathaswamy Temple (New Attraction),Rameswaram,Tamil Nadu,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ramanathaswamy_temple7.JPG/1200px-Ramanathaswamy_temple7.JPG,Ramanathaswamy Temple is a well-known Temple located in Rameswaram. It is of Religious significance.,1.5,4.6,0,False,None,False
Gorumara National Park (New Attraction),Jalpaiguri,West Bengal,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/1/1f/Gorumara_Gateway_Arnab_Dutta.JPG,Gorumara National Park is a well-known National Park located in Jalpaiguri. It is of Wildlife significance.,3.0,4.4,100,True,None,True
Panambur Beach (New Attraction),Mangalore,Karnataka,NATURE,All,https://karnatakatourism.org/wp-content/uploads/2020/06/Panambur-Beach-800x450-1.jpg,Panambur Beach is a well-known Beach located in Mangalore. It is of Recreational significance.,1.5,4.5,0,True,None,True
Junagarh Fort (New Attraction),Bikaner,Rajasthan,ADVENTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/38/91/24/outside-of-the-fort.jpg?w=900&h=-1&s=1,Junagarh Fort is a well-known Fort located in Bikaner. It is of Historical significance.,2.0,4.5,50,True,None,True
Kozhikode Beach (New Attraction),Kozhikode,Kerala,NATURE,All,https://www.keralatourism.org/_next/image/?url=http%3A%2F%2F127.0.0.1%2Fktadmin%2Fimg%2Fpages%2Fmobile%2Fkozhikode-beach-1724136273_4f4e219404e64aa92290.webp&w=3840&q=75,Kozhikode Beach is a well-known Beach located in Kozhikode. It is of Recreational significance.,1.5,3.9,0,True,None,True
Naida Caves (New Attraction),Diu,Daman and Diu,NATURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a3/00/53/img-20161116-140018-largejpg.jpg?w=1200&h=-1&s=1,Naida Caves is a well-known Cave located in Diu. It is of Nature significance.,1.0,4.5,0,False,None,True
The Ridge (New Attraction),Shimla,Himachal Pradesh,RELAXATION,Morning,https://cdn.prod.website-files.com/5ebb1b2c07f0f111e4ac241c/657afea045f2033b23a92839_ridge.webp,The Ridge is a well-known Scenic Point located in Shimla. It is of Recreational significance.,1.0,4.7,0,True,None,True
Sabarmati Riverfront (New Attraction),Ahmedabad,Gujarat,RELAXATION,Evening,https://upload.wikimedia.org/wikipedia/commons/d/d0/Sabarmati_1_Madhur.jpg,Sabarmati Riverfront is a well-known Urban Development Project located in Ahmedabad. It is of Recreational significance.,1.0,4.6,0,True,None,True
Pangong Tso (New Attraction),Leh,Ladakh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/00/2f/67/img-20180620-wa0007-largejpg.jpg?w=900&h=500&s=1,Pangong Tso is a well-known Lake located in Leh. It is of Nature significance.,2.0,4.9,20,True,None,True
Allen Forest Zoo (New Attraction),Kanpur,Uttar Pradesh,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/d/d0/Oskanpur-2.jpg,Allen Forest Zoo is a well-known Zoo located in Kanpur. It is of Wildlife significance.,2.0,4.2,150,True,Monday,True
Kodaikanal Lake (New Attraction),Kodaikanal,Tamil Nadu,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/c/c4/Kodaikanal_lake.jpg,Kodaikanal Lake is a well-known Lake located in Kodaikanal. It is of Recreational significance.,2.0,3.9,0,False,None,True
Kerala Folklore Museum (New Attraction),Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/17/1c/49/anthropology-and-ethnography.jpg?w=1200&h=1200&s=1,Kerala Folklore Museum is a well-known Cultural located in Kochi. It is of Cultural significance.,1.5,4.4,100,True,Monday,True
Hatu Peak (New Attraction),Narkanda,Himachal Pradesh,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/cd/de/8c/hatu-peak.jpg?w=1200&h=-1&s=1,Hatu Peak is a well-known Viewpoint located in Narkanda. It is of Nature significance.,2.0,4.5,0,True,None,True
Chamera Lake (New Attraction),Chamba,Himachal Pradesh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9f/79/82/chamera-lake-also-known.jpg?w=1200&h=-1&s=1,Chamera Lake is a well-known Lake located in Chamba. It is of Recreational significance.,2.0,4.4,0,False,None,True
Deekshabhoomi (New Attraction),Nagpur,Maharastra,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/3/38/Deekshabhoomi_-_panoramio.jpg,Deekshabhoomi is a well-known Monument located in Nagpur. It is of Religious significance.,1.0,4.5,0,True,None,True
Har Ki Pauri (New Attraction),Haridwar,Uttarakhand,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Evening_view_of_Har-ki-Pauri%2C_Haridwar.jpg/640px-Evening_view_of_Har-ki-Pauri%2C_Haridwar.jpg,Har Ki Pauri is a well-known Ghat located in Haridwar. It is of Religious significance.,1.0,4.5,0,True,None,True
Limestone Caves (New Attraction),Baratang Island,Andaman and Nicobar Islands,NATURE,Morning,https://media.australian.museum/media/dd/images/Ishigaki_ishigakijima_limestone_cave.8181618.width-800.6104bde.jpg,Limestone Caves is a well-known Natural Feature located in Baratang Island. It is of Nature significance.,1.5,4.4,250,False,None,True
Gir National Park (New Attraction),Junagadh,Gujarat,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/9/90/Gir_lion-Gir_forest%2Cjunagadh%2Cgujarat%2Cindia.jpeg,Gir National Park is a well-known National Park located in Junagadh. It is of Wildlife significance.,3.0,4.5,3500,False,None,True
National Science Centre (New Attraction),Delhi,Delhi,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a7/60/38/nice-experience.jpg?w=1200&h=1200&s=1,National Science Centre is a well-known Science located in Delhi. It is of Scientific significance.,5.0,4.4,70,True,None,True
Gangotri Temple (New Attraction),Uttarkashi,Uttarakhand,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/45/3b/da/the-main-temple.jpg?w=1200&h=-1&s=1,Gangotri Temple is a well-known Temple located in Uttarkashi. It is of Religious significance.,1.0,4.8,0,False,None,False
Miramar Beach (New Attraction),Goa,Goa,NATURE,Evening,https://www.beachblueproperties.com/wp-content/uploads/2024/03/miramar_beach_shutterstock-1350x900.jpg,Miramar Beach is a well-known Beach located in Goa. It is of Scenic significance.,1.5,4.2,0,True,None,True
Kargil War Memorial (New Attraction),Kargil,Ladakh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/c/c5/Kargilwarmemorialdarss3.jpg,Kargil War Memorial is a well-known War Memorial located in Kargil. It is of Historical significance.,1.0,4.8,0,False,None,True
Nubra Valley (New Attraction),Nubra Valley,Ladakh,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/b9/e6/1c/nubra-valley.jpg?w=1200&h=-1&s=1,Nubra Valley is a well-known Valley located in Nubra Valley. It is of Nature significance.,2.0,4.5,0,False,None,True
Kerala Folklore Museum (New Attraction),Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/17/1c/49/anthropology-and-ethnography.jpg?w=1200&h=1200&s=1,Kerala Folklore Museum is a well-known Cultural located in Kochi. It is of Cultural significance.,1.5,4.4,100,True,Monday,True
Nathula Pass (New Attraction),Gangtok,Sikkim,CULTURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/3c/94/7e/pass-of-listening-ears.jpg?w=900&h=500&s=1,Nathula Pass is a well-known Hill located in Gangtok. It is of Historical significance.,2.0,4.3,20,True,None,True
Budhha Smriti Park (New Attraction),Patna,Bihar,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/1/1a/Buddha_Smriti_Park.jpg,Budhha Smriti Park is a well-known Park located in Patna. It is of Cultural significance.,1.0,4.4,10,True,None,True
Kanha National Park (New Attraction),Kanha,Madhya Pradesh,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/1/1f/Tiger_Kanha_National_Park.jpg,Kanha National Park is a well-known Wildlife Sanctuary located in Kanha. It is of Wildlife significance.,3.0,4.5,100,False,None,True
Khandadhar Waterfall (New Attraction),Rourkela,Odisha,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/6/68/Khandadhar_Waterfall.jpg,Khandadhar Waterfall is a well-known Waterfall located in Rourkela. It is of Nature significance.,1.5,4.5,0,False,None,True
Deekshabhoomi (New Attraction),Nagpur,Maharastra,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/3/38/Deekshabhoomi_-_panoramio.jpg,Deekshabhoomi is a well-known Monument located in Nagpur. It is of Religious significance.,1.0,4.5,0,True,None,True
Kaas Plateau (New Attraction),Satara,Maharashtra,NATURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/2/21/Kaas-7016.jpg,Kaas Plateau is a well-known Valley located in Satara. It is of Nature significance.,2.0,4.4,300,False,None,True
Barot Valley (New Attraction),Barot,Himachal Pradesh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e7/15/ff/barot-valley-view.jpg?w=900&h=500&s=1,Barot Valley is a well-known Valley located in Barot. It is of Nature significance.,2.0,4.7,0,False,None,True
Baga Beach (New Attraction),Goa,Goa,NATURE,Evening,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3e/36/95/baga-sea-beach.jpg?w=1200&h=-1&s=1,Baga Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.5,0,True,None,True
Jaisalmer Fort (New Attraction),Jaisalmer,Rajasthan,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Jaisalmer_forteresse.jpg/1200px-Jaisalmer_forteresse.jpg,Jaisalmer Fort is a well-known Fort located in Jaisalmer. It is of Historical significance.,2.5,4.4,50,False,None,True
Aguada Beach (New Attraction),Goa,Goa,NATURE,Evening,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/30/bd/4c/photo2jpg.jpg?w=1200&h=-1&s=1,Aguada Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.5,0,True,None,True
Manikaran Sahib (New Attraction),Manikaran,Himachal Pradesh,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/c/c7/Outer_view_of_the_temple%27s_hot_water_well_and_the_parvati_river_flowing_by_it.jpg,Manikaran Sahib is a well-known Gurudwara located in Manikaran. It is of Religious significance.,1.0,4.6,0,False,None,True
Howrah Bridge (New Attraction),Kolkata,West Bengal,CULTURE,Anytime,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Howrah_bridge_at_night.jpg/1200px-Howrah_bridge_at_night.jpg,Howrah Bridge is a well-known Bridge located in Kolkata. It is of Architectural significance.,0.5,4.6,0,True,None,False
Char Dham (New Attraction),Namchi,Sikkim,CULTURE,All,https://www.dealswithai.com/assets/images/2024-05-29-02-01-11-Chardham-Yatra.jpg,Char Dham is a well-known Religious Complex located in Namchi. It is of Religious significance.,2.0,4.7,50,True,None,False
Jim Corbett National Park (New Attraction),Jim Corbett,Uttarakhand,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/7/78/Bengal-Tiger_Corbett_Uttarakhand_Dec-2013.jpg,Jim Corbett National Park is a well-known National Park located in Jim Corbett. It is of Wildlife significance.,3.0,4.4,100,True,None,True
Laxman Jhula (New Attraction),Rishikesh,Uttarakhand,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/7/75/Rishikesh-Lakshman_Jhula_by_Kaustubh_Nayyar.jpg,Laxman Jhula is a well-known Suspension Bridge located in Rishikesh. It is of Cultural significance.,1.0,4.4,0,True,None,True
Badami Cave Temples (New Attraction),Badami,Karnataka,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/7/7b/Vishnu_image_inside_cave_number_3_in_Badami.jpg,Badami Cave Temples is a well-known Cave located in Badami. It is of Religious significance.,1.5,4.6,30,False,None,False
